execution_order,dry_run_manifest_row_number,batch_id,stage,evidence_condition,request_id,execution_mode,model_execution_enabled,api_calls_planned,model_calls_planned,raw_prompt_instance_written,raw_response_written,jsonl_written,expected_sanitized_output_path,approval_required_before_execution
177,177,pilot05_05ag_escalation_partial_dropout,escalation,partial_dropout,pilot05_dry_run_request_0177,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
178,178,pilot05_05ag_decision_noisy_conflicting,decision,noisy_conflicting,pilot05_dry_run_request_0178,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
179,179,pilot05_05ag_audit_noisy_conflicting,audit,noisy_conflicting,pilot05_dry_run_request_0179,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
180,180,pilot05_05ag_escalation_noisy_conflicting,escalation,noisy_conflicting,pilot05_dry_run_request_0180,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
181,181,pilot05_05ag_decision_clean,decision,clean,pilot05_dry_run_request_0181,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
182,182,pilot05_05ag_audit_clean,audit,clean,pilot05_dry_run_request_0182,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
183,183,pilot05_05ag_escalation_clean,escalation,clean,pilot05_dry_run_request_0183,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
184,184,pilot05_05ag_decision_compressed,decision,compressed,pilot05_dry_run_request_0184,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
185,185,pilot05_05ag_audit_compressed,audit,compressed,pilot05_dry_run_request_0185,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
186,186,pilot05_05ag_escalation_compressed,escalation,compressed,pilot05_dry_run_request_0186,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
187,187,pilot05_05ag_decision_partial_dropout,decision,partial_dropout,pilot05_dry_run_request_0187,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
188,188,pilot05_05ag_audit_partial_dropout,audit,partial_dropout,pilot05_dry_run_request_0188,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
189,189,pilot05_05ag_escalation_partial_dropout,escalation,partial_dropout,pilot05_dry_run_request_0189,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
190,190,pilot05_05ag_decision_noisy_conflicting,decision,noisy_conflicting,pilot05_dry_run_request_0190,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
191,191,pilot05_05ag_audit_noisy_conflicting,audit,noisy_conflicting,pilot05_dry_run_request_0191,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
192,192,pilot05_05ag_escalation_noisy_conflicting,escalation,noisy_conflicting,pilot05_dry_run_request_0192,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
193,193,pilot05_05ag_decision_clean,decision,clean,pilot05_dry_run_request_0193,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
194,194,pilot05_05ag_audit_clean,audit,clean,pilot05_dry_run_request_0194,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
195,195,pilot05_05ag_escalation_clean,escalation,clean,pilot05_dry_run_request_0195,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
196,196,pilot05_05ag_decision_compressed,decision,compressed,pilot05_dry_run_request_0196,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
197,197,pilot05_05ag_audit_compressed,audit,compressed,pilot05_dry_run_request_0197,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
198,198,pilot05_05ag_escalation_compressed,escalation,compressed,pilot05_dry_run_request_0198,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
199,199,pilot05_05ag_decision_partial_dropout,decision,partial_dropout,pilot05_dry_run_request_0199,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
200,200,pilot05_05ag_audit_partial_dropout,audit,partial_dropout,pilot05_dry_run_request_0200,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
201,201,pilot05_05ag_escalation_partial_dropout,escalation,partial_dropout,pilot05_dry_run_request_0201,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
202,202,pilot05_05ag_decision_noisy_conflicting,decision,noisy_conflicting,pilot05_dry_run_request_0202,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
203,203,pilot05_05ag_audit_noisy_conflicting,audit,noisy_conflicting,pilot05_dry_run_request_0203,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
204,204,pilot05_05ag_escalation_noisy_conflicting,escalation,noisy_conflicting,pilot05_dry_run_request_0204,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
205,205,pilot05_05ag_decision_clean,decision,clean,pilot05_dry_run_request_0205,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
206,206,pilot05_05ag_audit_clean,audit,clean,pilot05_dry_run_request_0206,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
207,207,pilot05_05ag_escalation_clean,escalation,clean,pilot05_dry_run_request_0207,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
208,208,pilot05_05ag_decision_compressed,decision,compressed,pilot05_dry_run_request_0208,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
209,209,pilot05_05ag_audit_compressed,audit,compressed,pilot05_dry_run_request_0209,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
210,210,pilot05_05ag_escalation_compressed,escalation,compressed,pilot05_dry_run_request_0210,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
211,211,pilot05_05ag_decision_partial_dropout,decision,partial_dropout,pilot05_dry_run_request_0211,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
212,212,pilot05_05ag_audit_partial_dropout,audit,partial_dropout,pilot05_dry_run_request_0212,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
213,213,pilot05_05ag_escalation_partial_dropout,escalation,partial_dropout,pilot05_dry_run_request_0213,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
214,214,pilot05_05ag_decision_noisy_conflicting,decision,noisy_conflicting,pilot05_dry_run_request_0214,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
215,215,pilot05_05ag_audit_noisy_conflicting,audit,noisy_conflicting,pilot05_dry_run_request_0215,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
216,216,pilot05_05ag_escalation_noisy_conflicting,escalation,noisy_conflicting,pilot05_dry_run_request_0216,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
217,217,pilot05_05ag_decision_clean,decision,clean,pilot05_dry_run_request_0217,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
218,218,pilot05_05ag_audit_clean,audit,clean,pilot05_dry_run_request_0218,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
219,219,pilot05_05ag_escalation_clean,escalation,clean,pilot05_dry_run_request_0219,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
220,220,pilot05_05ag_decision_compressed,decision,compressed,pilot05_dry_run_request_0220,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
221,221,pilot05_05ag_audit_compressed,audit,compressed,pilot05_dry_run_request_0221,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
222,222,pilot05_05ag_escalation_compressed,escalation,compressed,pilot05_dry_run_request_0222,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
223,223,pilot05_05ag_decision_partial_dropout,decision,partial_dropout,pilot05_dry_run_request_0223,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
224,224,pilot05_05ag_audit_partial_dropout,audit,partial_dropout,pilot05_dry_run_request_0224,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
225,225,pilot05_05ag_escalation_partial_dropout,escalation,partial_dropout,pilot05_dry_run_request_0225,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
226,226,pilot05_05ag_decision_noisy_conflicting,decision,noisy_conflicting,pilot05_dry_run_request_0226,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
227,227,pilot05_05ag_audit_noisy_conflicting,audit,noisy_conflicting,pilot05_dry_run_request_0227,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
228,228,pilot05_05ag_escalation_noisy_conflicting,escalation,noisy_conflicting,pilot05_dry_run_request_0228,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
229,229,pilot05_05ag_decision_clean,decision,clean,pilot05_dry_run_request_0229,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
230,230,pilot05_05ag_audit_clean,audit,clean,pilot05_dry_run_request_0230,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
231,231,pilot05_05ag_escalation_clean,escalation,clean,pilot05_dry_run_request_0231,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
232,232,pilot05_05ag_decision_compressed,decision,compressed,pilot05_dry_run_request_0232,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
233,233,pilot05_05ag_audit_compressed,audit,compressed,pilot05_dry_run_request_0233,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
234,234,pilot05_05ag_escalation_compressed,escalation,compressed,pilot05_dry_run_request_0234,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
235,235,pilot05_05ag_decision_partial_dropout,decision,partial_dropout,pilot05_dry_run_request_0235,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
236,236,pilot05_05ag_audit_partial_dropout,audit,partial_dropout,pilot05_dry_run_request_0236,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
237,237,pilot05_05ag_escalation_partial_dropout,escalation,partial_dropout,pilot05_dry_run_request_0237,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
238,238,pilot05_05ag_decision_noisy_conflicting,decision,noisy_conflicting,pilot05_dry_run_request_0238,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
239,239,pilot05_05ag_audit_noisy_conflicting,audit,noisy_conflicting,pilot05_dry_run_request_0239,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
240,240,pilot05_05ag_escalation_noisy_conflicting,escalation,noisy_conflicting,pilot05_dry_run_request_0240,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
241,241,pilot05_05ag_decision_clean,decision,clean,pilot05_dry_run_request_0241,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
242,242,pilot05_05ag_audit_clean,audit,clean,pilot05_dry_run_request_0242,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
243,243,pilot05_05ag_escalation_clean,escalation,clean,pilot05_dry_run_request_0243,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
244,244,pilot05_05ag_decision_compressed,decision,compressed,pilot05_dry_run_request_0244,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
245,245,pilot05_05ag_audit_compressed,audit,compressed,pilot05_dry_run_request_0245,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
246,246,pilot05_05ag_escalation_compressed,escalation,compressed,pilot05_dry_run_request_0246,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
247,247,pilot05_05ag_decision_partial_dropout,decision,partial_dropout,pilot05_dry_run_request_0247,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
248,248,pilot05_05ag_audit_partial_dropout,audit,partial_dropout,pilot05_dry_run_request_0248,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
249,249,pilot05_05ag_escalation_partial_dropout,escalation,partial_dropout,pilot05_dry_run_request_0249,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
250,250,pilot05_05ag_decision_noisy_conflicting,decision,noisy_conflicting,pilot05_dry_run_request_0250,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
251,251,pilot05_05ag_audit_noisy_conflicting,audit,noisy_conflicting,pilot05_dry_run_request_0251,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
252,252,pilot05_05ag_escalation_noisy_conflicting,escalation,noisy_conflicting,pilot05_dry_run_request_0252,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
253,253,pilot05_05ag_decision_clean,decision,clean,pilot05_dry_run_request_0253,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
254,254,pilot05_05ag_audit_clean,audit,clean,pilot05_dry_run_request_0254,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
255,255,pilot05_05ag_escalation_clean,escalation,clean,pilot05_dry_run_request_0255,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
256,256,pilot05_05ag_decision_compressed,decision,compressed,pilot05_dry_run_request_0256,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
257,257,pilot05_05ag_audit_compressed,audit,compressed,pilot05_dry_run_request_0257,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
258,258,pilot05_05ag_escalation_compressed,escalation,compressed,pilot05_dry_run_request_0258,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
259,259,pilot05_05ag_decision_partial_dropout,decision,partial_dropout,pilot05_dry_run_request_0259,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
260,260,pilot05_05ag_audit_partial_dropout,audit,partial_dropout,pilot05_dry_run_request_0260,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
261,261,pilot05_05ag_escalation_partial_dropout,escalation,partial_dropout,pilot05_dry_run_request_0261,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
262,262,pilot05_05ag_decision_noisy_conflicting,decision,noisy_conflicting,pilot05_dry_run_request_0262,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
263,263,pilot05_05ag_audit_noisy_conflicting,audit,noisy_conflicting,pilot05_dry_run_request_0263,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
264,264,pilot05_05ag_escalation_noisy_conflicting,escalation,noisy_conflicting,pilot05_dry_run_request_0264,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
265,265,pilot05_05ag_decision_clean,decision,clean,pilot05_dry_run_request_0265,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
266,266,pilot05_05ag_audit_clean,audit,clean,pilot05_dry_run_request_0266,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
267,267,pilot05_05ag_escalation_clean,escalation,clean,pilot05_dry_run_request_0267,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
268,268,pilot05_05ag_decision_compressed,decision,compressed,pilot05_dry_run_request_0268,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
269,269,pilot05_05ag_audit_compressed,audit,compressed,pilot05_dry_run_request_0269,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
270,270,pilot05_05ag_escalation_compressed,escalation,compressed,pilot05_dry_run_request_0270,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
271,271,pilot05_05ag_decision_partial_dropout,decision,partial_dropout,pilot05_dry_run_request_0271,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
272,272,pilot05_05ag_audit_partial_dropout,audit,partial_dropout,pilot05_dry_run_request_0272,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
273,273,pilot05_05ag_escalation_partial_dropout,escalation,partial_dropout,pilot05_dry_run_request_0273,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
274,274,pilot05_05ag_decision_noisy_conflicting,decision,noisy_conflicting,pilot05_dry_run_request_0274,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
275,275,pilot05_05ag_audit_noisy_conflicting,audit,noisy_conflicting,pilot05_dry_run_request_0275,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
276,276,pilot05_05ag_escalation_noisy_conflicting,escalation,noisy_conflicting,pilot05_dry_run_request_0276,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
277,277,pilot05_05ag_decision_clean,decision,clean,pilot05_dry_run_request_0277,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
278,278,pilot05_05ag_audit_clean,audit,clean,pilot05_dry_run_request_0278,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_audit_sanitized_outputs.csv,True
279,279,pilot05_05ag_escalation_clean,escalation,clean,pilot05_dry_run_request_0279,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_escalation_sanitized_outputs.csv,True
280,280,pilot05_05ag_decision_compressed,decision,compressed,pilot05_dry_run_request_0280,no_call_readiness_plan_only,False,0,0,False,False,False,reports/pilot_05_cfpb_cascade_sanitized_model_outputs/pilot_05_cfpb_cascade_decision_sanitized_outputs.csv,True
